asset,datetime_et,open,high,low,close,volume,is_or 
MYM,2026-03-05 09:27:00,48684.718932,48695.78547,48672.646345,48684.718932,228,0
MYM,2026-03-05 09:28:00,48683.712883,48687.737078,48673.652394,48684.718932,261,0
MYM,2026-03-05 09:29:00,48685.72498,48693.773372,48662.585856,48675.664491,351,0
MYM,2026-03-05 09:30:00,48676.67054,48741.057671,48661.579807,48711.882252,2330,1
MYM,2026-03-05 09:31:00,48710.876203,48755.142355,48705.845959,48739.045573,2254,1
MYM,2026-03-05 09:32:00,48739.045573,48760.1726,48710.876203,48721.942741,1317,1
MYM,2026-03-05 09:33:00,48718.924595,48759.166551,48718.924595,48750.112111,1187,1
MYM,2026-03-05 09:34:00,48752.124209,48838.644415,48751.11816,48811.481094,1313,1
MYM,2026-03-05 09:35:00,48810.475046,48840.656513,48785.323823,48819.529486,1149,0
MYM,2026-03-05 09:36:00,48816.511339,48830.596024,48774.257285,48787.335921,992,0
MYM,2026-03-05 09:37:00,48783.311725,48817.517388,48773.251236,48811.481094,685,0
MYM,2026-03-05 09:38:00,48813.493192,48849.710953,48799.408508,48812.487143,1043,0
MYM,2026-03-05 09:39:00,48810.475046,48812.487143,48734.015328,48787.335921,1343,0
MYM,2026-03-05 09:40:00,48785.323823,48788.341969,48739.045573,48750.112111,668,0
MYM,2026-03-05 09:41:00,48753.130258,48788.341969,48741.057671,48745.081866,739,0
MYM,2026-03-05 09:42:00,48748.100013,48762.184698,48710.876203,48715.906448,1022,0
MYM,2026-03-05 09:43:00,48716.912497,48728.985084,48667.6161,48684.718932,823,0
MYM,2026-03-05 09:44:00,48687.737078,48702.827812,48675.664491,48700.815714,497,0
MYM,2026-03-06 09:25:00,47606.234498,47623.33733,47602.210303,47622.331281,309,0
MYM,2026-03-06 09:26:00,47622.331281,47632.39177,47609.252645,47617.301036,268,0
MYM,2026-03-06 09:27:00,47614.28289,47619.313134,47598.186107,47616.294987,180,0
MYM,2026-03-06 09:28:00,47617.301036,47648.488553,47613.276841,47648.488553,200,0
MYM,2026-03-06 09:29:00,47646.476455,47652.512748,47631.385721,47640.440161,598,0
MYM,2026-03-06 09:30:00,47640.440161,47665.591384,47511.665901,47525.750585,3897,1
MYM,2026-03-06 09:31:00,47523.738488,47582.089324,47495.569118,47499.593314,2762,1
MYM,2026-03-06 09:32:00,47497.581216,47532.792928,47477.460238,47507.641705,1925,1
MYM,2026-03-06 09:33:00,47503.617509,47515.690096,47422.127547,47426.151743,2088,1
MYM,2026-03-06 09:34:00,47425.145694,47475.44814,47424.139645,47461.363455,1251,1
MYM,2026-03-06 09:35:00,47463.375553,47469.411846,47348.685977,47376.855346,2030,0
MYM,2026-03-06 09:36:00,47375.849298,47399.994471,47352.710173,47377.861395,1316,0
MYM,2026-03-06 09:37:00,47376.855346,47428.163841,47371.825102,47386.915836,1242,0
MYM,2026-03-06 09:38:00,47385.909787,47416.091254,47366.794857,47406.030765,1206,0
MYM,2026-03-06 09:39:00,47405.024716,47417.097303,47370.819053,47371.825102,965,0
MYM,2026-03-06 09:40:00,47368.806955,47411.061009,47345.66783,47349.692026,960,0
MYM,2026-03-06 09:41:00,47347.679928,47406.030765,47335.607341,47396.976325,1237,0
MYM,2026-03-06 09:42:00,47394.964227,47409.048912,47345.66783,47371.825102,768,0
MYM,2026-03-06 09:43:00,47367.800906,47486.514678,47367.800906,47401.00052,1599,0
MYM,2026-03-06 09:44:00,47402.006569,47460.357406,47377.861395,47379.873493,911,0
MYM,2026-03-09 09:25:00,47295.365385,47302.407727,47285.304895,47296.371434,400,0
MYM,2026-03-09 09:26:00,47298.383531,47324.540803,47298.383531,47320.516607,297,0
MYM,2026-03-09 09:27:00,47321.522656,47337.619439,47318.50451,47334.601292,431,0
MYM,2026-03-09 09:28:00,47335.607341,47341.643635,47307.437972,47318.50451,397,0
MYM,2026-03-09 09:29:00,47317.498461,47358.746466,47312.468216,47354.72227,651,0
MYM,2026-03-09 09:30:00,47352.710173,47408.042863,47322.528705,47403.012618,3268,1
MYM,2026-03-09 09:31:00,47403.012618,47403.012618,47290.33514,47295.365385,2806,1
MYM,2026-03-09 09:32:00,47296.371434,47339.631537,47246.068988,47280.274651,2360,1
MYM,2026-03-09 09:33:00,47281.2807,47288.323042,47237.014548,47244.05689,1779,1
MYM,2026-03-09 09:34:00,47241.038743,47307.437972,47241.038743,47272.22626,1344,1
MYM,2026-03-09 09:35:00,47270.214162,47276.250455,47233.996401,47275.244406,976,0
MYM,2026-03-09 09:36:00,47273.232309,47274.238357,47226.954059,47239.026646,903,0
MYM,2026-03-09 09:37:00,47237.014548,47258.141575,47199.790738,47216.89357,1008,0
MYM,2026-03-09 09:38:00,47217.899618,47218.905667,47180.675809,47198.784689,845,0
MYM,2026-03-09 09:39:00,47195.766542,47229.972205,47183.693955,47199.790738,620,0
MYM,2026-03-09 09:40:00,47196.772591,47212.869374,47148.482244,47148.482244,1126,0
MYM,2026-03-09 09:41:00,47147.476195,47177.657662,47112.264483,47150.494341,1349,0
MYM,2026-03-09 09:42:00,47150.494341,47159.548782,47110.252385,47149.488292,739,0
MYM,2026-03-09 09:43:00,47149.488292,47192.748396,47133.39151,47171.621368,883,0
MYM,2026-03-09 09:44:00,47170.61532,47205.827031,47159.548782,47199.790738,642,0
MYM,2026-03-10 09:25:00,48016.702454,48025.756894,47996.581476,48006.641965,222,0
MYM,2026-03-10 09:26:00,48007.648014,48008.654063,47985.514938,47986.520987,188,0
MYM,2026-03-10 09:27:00,47986.520987,48007.648014,47983.50284,48005.635916,185,0
MYM,2026-03-10 09:28:00,48005.635916,48009.660112,47993.563329,48003.623818,290,0
MYM,2026-03-10 09:29:00,48002.617769,48036.823432,47986.520987,48036.823432,528,0
MYM,2026-03-10 09:30:00,48037.829481,48086.119829,47978.472596,48062.980704,4697,1
MYM,2026-03-10 09:31:00,48062.980704,48074.047242,48001.611721,48070.023047,2459,1
MYM,2026-03-10 09:32:00,48068.010949,48106.240807,48024.750846,48034.811335,2078,1
MYM,2026-03-10 09:33:00,48034.811335,48060.968606,47953.321373,47954.327422,2442,1
MYM,2026-03-10 09:34:00,47956.33952,48047.889971,47956.33952,48023.744797,1657,1
MYM,2026-03-10 09:35:00,48027.768992,48041.853677,47982.496791,47985.514938,1591,0
MYM,2026-03-10 09:36:00,47988.533085,48038.83553,47975.454449,47984.508889,1064,0
MYM,2026-03-10 09:37:00,47988.533085,48017.708503,47965.39396,47976.460498,918,0
MYM,2026-03-10 09:38:00,47977.466547,48056.944411,47971.430253,48013.684308,1302,0
MYM,2026-03-10 09:39:00,48014.690356,48031.793188,47995.575427,48012.678259,740,0
MYM,2026-03-10 09:40:00,48011.67221,48070.023047,47998.593574,48031.793188,1142,0
MYM,2026-03-10 09:41:00,48031.793188,48031.793188,47944.266933,47982.496791,1223,0
MYM,2026-03-10 09:42:00,47983.50284,47983.50284,47910.06127,47917.103612,1582,0
MYM,2026-03-10 09:43:00,47919.11571,47923.139905,47867.807215,47869.819313,1367,0
MYM,2026-03-10 09:44:00,47870.825362,47950.303226,47864.789069,47935.212492,1198,0
MYM,2026-03-11 09:25:00,47966.400009,47976.460498,47961.369764,47974.4484,224,0
MYM,2026-03-11 09:26:00,47973.442351,47982.496791,47970.424204,47974.4484,146,0
MYM,2026-03-11 09:27:00,47977.466547,47981.490742,47961.369764,47972.436302,261,0
MYM,2026-03-11 09:28:00,47974.4484,47993.563329,47972.436302,47993.563329,293,0
MYM,2026-03-11 09:29:00,47994.569378,47996.581476,47979.478645,47996.581476,328,0
MYM,2026-03-11 09:30:00,47997.587525,48012.678259,47932.194346,47988.533085,3366,1
MYM,2026-03-11 09:31:00,47987.527036,48036.823432,47966.400009,47987.527036,2471,1
MYM,2026-03-11 09:32:00,47987.527036,48025.756894,47958.351617,47977.466547,1942,1
MYM,2026-03-11 09:33:00,47975.454449,47985.514938,47929.176199,47938.230639,1542,1
MYM,2026-03-11 09:34:00,47938.230639,47954.327422,47926.158052,47941.248786,1290,1
MYM,2026-03-11 09:35:00,47943.260884,47975.454449,47912.073367,47918.109661,1437,0
MYM,2026-03-11 09:36:00,47921.127808,47944.266933,47897.988683,47925.152003,1233,0
MYM,2026-03-11 09:37:00,47924.145954,47957.345568,47908.049172,47956.33952,808,0
MYM,2026-03-11 09:38:00,47957.345568,47975.454449,47925.152003,47931.188297,1087,0
MYM,2026-03-11 09:39:00,47932.194346,47979.478645,47932.194346,47962.375813,994,0
MYM,2026-03-11 09:40:00,47965.39396,47971.430253,47939.236688,47951.309275,735,0
MYM,2026-03-11 09:41:00,47950.303226,47951.309275,47883.903998,47886.922145,1488,0
MYM,2026-03-11 09:42:00,47886.922145,47890.94634,47836.619699,47837.625748,1438,0
MYM,2026-03-11 09:43:00,47838.631797,47850.704384,47826.55921,47830.583406,988,0
MYM,2026-03-11 09:44:00,47831.589455,47839.637846,47803.420085,47827.565259,822,0
MYM,2026-03-12 09:25:00,47278.262553,47283.292798,47262.165771,47275.244406,255,0
MYM,2026-03-12 09:26:00,47277.256504,47284.298847,47268.202064,47278.262553,170,0
MYM,2026-03-12 09:27:00,47277.256504,47278.262553,47256.129477,47261.159722,231,0
MYM,2026-03-12 09:28:00,47261.159722,47264.177868,47241.038743,47256.129477,290,0
MYM,2026-03-12 09:29:00,47255.123428,47287.316993,47247.075037,47284.298847,427,0
MYM,2026-03-12 09:30:00,47284.298847,47294.359336,47146.470146,47183.693955,3789,1
MYM,2026-03-12 09:31:00,47181.681858,47203.814934,47124.33707,47130.373363,2322,1
MYM,2026-03-12 09:32:00,47130.373363,47188.7242,47127.355216,47164.579026,1781,1
MYM,2026-03-12 09:33:00,47164.579026,47192.748396,47123.331021,47163.572977,1954,1
MYM,2026-03-12 09:34:00,47163.572977,47198.784689,47144.458048,47147.476195,1332,1
MYM,2026-03-12 09:35:00,47147.476195,47170.61532,47116.288678,47127.355216,1140,0
MYM,2026-03-12 09:36:00,47127.355216,47162.566928,47115.282629,47118.300776,932,0
MYM,2026-03-12 09:37:00,47116.288678,47186.712102,47116.288678,47164.579026,903,0
MYM,2026-03-12 09:38:00,47161.560879,47217.899618,47158.542733,47193.754445,1232,0
MYM,2026-03-12 09:39:00,47194.760493,47242.044792,47185.706053,47235.00245,920,0
MYM,2026-03-12 09:40:00,47230.978254,47248.081086,47199.790738,47235.00245,1035,0
MYM,2026-03-12 09:41:00,47236.008499,47246.068988,47169.609271,47173.633466,710,0
MYM,2026-03-12 09:42:00,47175.645564,47219.911716,47171.621368,47210.857276,750,0
MYM,2026-03-12 09:43:00,47206.83308,47226.954059,47196.772591,47206.83308,511,0
MYM,2026-03-12 09:44:00,47205.827031,47212.869374,47167.597173,47170.61532,498,0
MYM,2026-03-13 09:25:00,47240.032694,47242.044792,47214.881472,47228.966156,231,0
MYM,2026-03-13 09:26:00,47227.960108,47241.038743,47218.905667,47238.020597,157,0
MYM,2026-03-13 09:27:00,47235.00245,47240.032694,47207.839129,47209.851227,121,0
MYM,2026-03-13 09:28:00,47213.875423,47217.899618,47202.808885,47203.814934,141,0
MYM,2026-03-13 09:29:00,47203.814934,47240.032694,47200.796787,47231.984303,399,0
MYM,2026-03-13 09:30:00,47230.978254,47355.728319,47211.863325,47328.564999,3386,1
MYM,2026-03-13 09:31:00,47328.564999,47352.710173,47278.262553,47314.480314,1689,1
MYM,2026-03-13 09:32:00,47313.474265,47331.583145,47279.268602,47310.456118,930,1
MYM,2026-03-13 09:33:00,47311.462167,47337.619439,47280.274651,47287.316993,872,1
MYM,2026-03-13 09:34:00,47285.304895,47350.698075,47284.298847,47344.661781,940,1
MYM,2026-03-13 09:35:00,47342.649683,47366.794857,47319.510558,47354.72227,1151,0
MYM,2026-03-13 09:36:00,47353.716221,47367.800906,47327.55895,47367.800906,629,0
MYM,2026-03-13 09:37:00,47366.794857,47427.157792,47356.734368,47399.994471,1210,0
MYM,2026-03-13 09:38:00,47401.00052,47416.091254,47368.806955,47414.079156,692,0
MYM,2026-03-13 09:39:00,47413.073107,47425.145694,47392.952129,47416.091254,634,0
MYM,2026-03-13 09:40:00,47419.109401,47423.133596,47379.873493,47404.018667,659,0
MYM,2026-03-13 09:41:00,47405.024716,47408.042863,47376.855346,47396.976325,486,0
MYM,2026-03-13 09:42:00,47395.970276,47416.091254,47378.867444,47380.879542,575,0
MYM,2026-03-13 09:43:00,47380.879542,47425.145694,47378.867444,47419.109401,548,0
MYM,2026-03-13 09:44:00,47420.11545,47446.272721,47413.073107,47443.254575,605,0
MYM,2026-03-16 09:25:00,47242.044792,47248.081086,47235.00245,47248.081086,47,0
MYM,2026-03-16 09:26:00,47250.093184,47256.129477,47243.050841,47252.105281,57,0
MYM,2026-03-16 09:27:00,47252.105281,47255.123428,47224.941961,47225.94801,64,0
MYM,2026-03-16 09:28:00,47226.954059,47229.972205,47215.887521,47226.954059,125,0
MYM,2026-03-16 09:29:00,47227.960108,47248.081086,47219.911716,47243.050841,95,0
MYM,2026-03-16 09:30:00,47239.026646,47296.371434,47213.875423,47247.075037,1015,1
MYM,2026-03-16 09:31:00,47245.062939,47277.256504,47231.984303,47255.123428,616,1
MYM,2026-03-16 09:32:00,47247.075037,47272.22626,47214.881472,47223.935912,424,1
MYM,2026-03-16 09:33:00,47218.905667,47233.996401,47196.772591,47223.935912,478,1
MYM,2026-03-16 09:34:00,47223.935912,47233.996401,47204.820983,47211.863325,262,1
MYM,2026-03-16 09:35:00,47207.839129,47235.00245,47200.796787,47229.972205,245,0
MYM,2026-03-16 09:36:00,47230.978254,47232.990352,47183.693955,47215.887521,305,0
MYM,2026-03-16 09:37:00,47214.881472,47226.954059,47175.645564,47175.645564,237,0
MYM,2026-03-16 09:38:00,47178.663711,47207.839129,47165.585075,47181.681858,264,0
MYM,2026-03-16 09:39:00,47182.687907,47223.935912,47175.645564,47223.935912,184,0
MYM,2026-03-16 09:40:00,47226.954059,47307.437972,47210.857276,47302.407727,643,0
MYM,2026-03-16 09:41:00,47305.425874,47313.474265,47286.310944,47302.407727,471,0
MYM,2026-03-16 09:42:00,47299.38958,47337.619439,47290.33514,47330.577097,307,0
MYM,2026-03-16 09:43:00,47334.601292,47338.625488,47313.474265,47320.516607,185,0
MYM,2026-03-16 09:44:00,47330.577097,47356.734368,47320.516607,47351.704124,322,0
MYM,2026-03-17 09:25:00,47529.774781,47545.871564,47522.732439,47541.847368,56,0
MYM,2026-03-17 09:26:00,47541.847368,47544.865515,47523.738488,47527.762683,56,0
MYM,2026-03-17 09:27:00,47525.750585,47548.88971,47523.738488,47547.883661,45,0
MYM,2026-03-17 09:28:00,47548.88971,47554.926004,47524.744536,47536.817123,117,0
MYM,2026-03-17 09:29:00,47538.829221,47584.101422,47536.817123,47576.053031,101,0
MYM,2026-03-17 09:30:00,47563.980444,47662.573237,47549.895759,47658.549042,604,1
MYM,2026-03-17 09:31:00,47663.579286,47689.736558,47610.258694,47641.44621,421,1
MYM,2026-03-17 09:32:00,47642.452259,47684.706313,47631.385721,47681.688167,218,1
MYM,2026-03-17 09:33:00,47680.682118,47712.875683,47672.633726,47711.869634,202,1
MYM,2026-03-17 09:34:00,47705.833341,47711.869634,47679.676069,47699.797047,143,1
MYM,2026-03-17 09:35:00,47694.766803,47709.857536,47686.718411,47705.833341,216,0
MYM,2026-03-17 09:36:00,47706.839389,47722.936172,47696.7789,47716.899879,189,0
MYM,2026-03-17 09:37:00,47714.887781,47718.911976,47675.651873,47693.760754,118,0
MYM,2026-03-17 09:38:00,47694.766803,47705.833341,47667.603482,47705.833341,101,0
MYM,2026-03-17 09:39:00,47701.809145,47738.026906,47697.784949,47736.014808,181,0
MYM,2026-03-17 09:40:00,47732.996661,47734.00271,47698.790998,47700.803096,120,0
MYM,2026-03-17 09:41:00,47705.833341,47736.014808,47701.809145,47736.014808,49,0
MYM,2026-03-17 09:42:00,47734.00271,47746.075297,47685.712362,47695.772851,140,0
MYM,2026-03-17 09:43:00,47696.7789,47707.845438,47688.730509,47706.839389,79,0
MYM,2026-03-17 09:44:00,47703.821243,47703.821243,47650.50065,47654.524846,144,0
MYM,2026-03-18 09:25:00,47075.040673,47098.179798,47072.022526,47098.179798,14,0
MYM,2026-03-18 09:26:00,47096.1677,47116.288678,47096.1677,47111.258434,28,0
MYM,2026-03-18 09:27:00,47107.234238,47107.234238,47096.1677,47098.179798,10,0
MYM,2026-03-18 09:28:00,47097.173749,47097.173749,47074.034624,47074.034624,10,0
MYM,2026-03-18 09:29:00,47078.05882,47100.191896,47075.040673,47089.125358,13,0
MYM,2026-03-18 09:30:00,47099.185847,47149.488292,47035.804765,47038.822912,185,1
MYM,2026-03-18 09:31:00,47037.816863,47144.458048,47024.738227,47118.300776,199,1
MYM,2026-03-18 09:32:00,47113.270532,47157.536684,47109.246336,47133.39151,144,1
MYM,2026-03-18 09:33:00,47131.379412,47135.403608,47106.228189,47106.228189,106,1
MYM,2026-03-18 09:34:00,47106.228189,47135.403608,47102.203994,47133.39151,82,1
MYM,2026-03-18 09:35:00,47131.379412,47141.439901,47114.276581,47125.343119,83,0
MYM,2026-03-18 09:36:00,47128.361265,47139.427803,47089.125358,47098.179798,76,0
MYM,2026-03-18 09:37:00,47101.197945,47149.488292,47097.173749,47126.349167,77,0
MYM,2026-03-18 09:38:00,47125.343119,47149.488292,47107.234238,47145.464097,76,0
MYM,2026-03-18 09:39:00,47143.451999,47148.482244,47124.33707,47147.476195,50,0
MYM,2026-03-18 09:40:00,47145.464097,47167.597173,47143.451999,47160.55483,83,0
MYM,2026-03-18 09:41:00,47163.572977,47196.772591,47150.494341,47151.50039,123,0
MYM,2026-03-18 09:42:00,47158.542733,47187.718151,47156.530635,47171.621368,76,0
MYM,2026-03-18 09:43:00,47168.603222,47168.603222,47080.070918,47097.173749,120,0
MYM,2026-03-18 09:44:00,47098.179798,47113.270532,47079.064869,47096.1677,41,0
MYM,2026-03-19 09:25:00,46196.759973,46218.893049,46191.729729,46218.893049,9,0
MYM,2026-03-19 09:26:00,46227.947489,46235.995881,46211.850707,46211.850707,16,0
MYM,2026-03-19 09:27:00,46195.753924,46203.802315,46195.753924,46203.802315,9,0
MYM,2026-03-19 09:28:00,46211.850707,46218.893049,46199.77812,46199.77812,10,0
MYM,2026-03-19 09:29:00,46224.929343,46225.935392,46202.796267,46202.796267,16,0
MYM,2026-03-19 09:30:00,46193.741826,46195.753924,46114.263962,46133.378892,138,1
MYM,2026-03-19 09:31:00,46138.409136,46174.626897,46079.05225,46174.626897,151,1
MYM,2026-03-19 09:32:00,46185.693435,46241.026125,46185.693435,46218.893049,83,1
MYM,2026-03-19 09:33:00,46214.868854,46242.032174,46203.802315,46203.802315,59,1
MYM,2026-03-19 09:34:00,46206.820462,46224.929343,46185.693435,46213.862805,115,1
MYM,2026-03-19 09:35:00,46217.887,46217.887,46163.560359,46164.566408,111,0
MYM,2026-03-19 09:36:00,46155.511968,46182.675288,46155.511968,46182.675288,72,0
MYM,2026-03-19 09:37:00,46182.675288,46203.802315,46160.542212,46203.802315,59,0
MYM,2026-03-19 09:38:00,46188.711582,46233.983783,46169.596653,46193.741826,154,0
MYM,2026-03-19 09:39:00,46186.699484,46200.784169,46161.548261,46183.681337,79,0
MYM,2026-03-19 09:40:00,46180.663191,46266.177348,46176.638995,46219.899098,211,0
MYM,2026-03-19 09:41:00,46218.893049,46270.201544,46212.856756,46265.171299,222,0
MYM,2026-03-19 09:42:00,46261.147103,46274.225739,46224.929343,46251.086614,87,0
MYM,2026-03-19 09:43:00,46241.026125,46278.249935,46239.014027,46278.249935,64,0
MYM,2026-03-19 09:44:00,46277.243886,46303.401158,46262.153152,46291.328571,133,0
MYM,2026-03-20 09:25:00,46215.0,46235.0,46212.0,46233.0,307,0
MYM,2026-03-20 09:26:00,46232.0,46238.0,46221.0,46223.0,139,0
MYM,2026-03-20 09:27:00,46222.0,46222.0,46187.0,46196.0,278,0
MYM,2026-03-20 09:28:00,46194.0,46214.0,46184.0,46213.0,424,0
MYM,2026-03-20 09:29:00,46213.0,46213.0,46173.0,46191.0,573,0
MYM,2026-03-20 09:30:00,46192.0,46279.0,46175.0,46251.0,2194,1
MYM,2026-03-20 09:31:00,46252.0,46293.0,46206.0,46246.0,1736,1
MYM,2026-03-20 09:32:00,46246.0,46276.0,46240.0,46265.0,961,1
MYM,2026-03-20 09:33:00,46267.0,46276.0,46196.0,46201.0,956,1
MYM,2026-03-20 09:34:00,46201.0,46218.0,46176.0,46186.0,700,1
MYM,2026-03-20 09:35:00,46187.0,46188.0,46160.0,46175.0,874,0
MYM,2026-03-20 09:36:00,46176.0,46199.0,46160.0,46188.0,599,0
MYM,2026-03-20 09:37:00,46184.0,46224.0,46168.0,46172.0,580,0
MYM,2026-03-20 09:38:00,46174.0,46194.0,46143.0,46166.0,697,0
MYM,2026-03-20 09:39:00,46168.0,46188.0,46151.0,46175.0,496,0
MYM,2026-03-20 09:40:00,46175.0,46202.0,46163.0,46172.0,595,0
MYM,2026-03-20 09:41:00,46171.0,46219.0,46159.0,46203.0,869,0
MYM,2026-03-20 09:42:00,46203.0,46237.0,46180.0,46188.0,811,0
MYM,2026-03-20 09:43:00,46191.0,46261.0,46184.0,46259.0,604,0
MYM,2026-03-20 09:44:00,46260.0,46314.0,46239.0,46309.0,909,0
MYM,2026-03-23 09:25:00,46704.0,46704.0,46659.0,46667.0,398,0
MYM,2026-03-23 09:26:00,46666.0,46684.0,46643.0,46663.0,440,0
MYM,2026-03-23 09:27:00,46665.0,46687.0,46655.0,46674.0,651,0
MYM,2026-03-23 09:28:00,46676.0,46704.0,46658.0,46690.0,713,0
MYM,2026-03-23 09:29:00,46690.0,46690.0,46630.0,46650.0,1323,0
MYM,2026-03-23 09:30:00,46649.0,46708.0,46600.0,46648.0,3414,1
MYM,2026-03-23 09:31:00,46647.0,46688.0,46592.0,46604.0,1870,1
MYM,2026-03-23 09:32:00,46605.0,46623.0,46510.0,46518.0,1701,1
MYM,2026-03-23 09:33:00,46520.0,46540.0,46492.0,46525.0,1485,1
MYM,2026-03-23 09:34:00,46527.0,46547.0,46511.0,46525.0,1100,1
MYM,2026-03-23 09:35:00,46525.0,46531.0,46469.0,46495.0,1356,0
MYM,2026-03-23 09:36:00,46494.0,46563.0,46488.0,46554.0,1423,0
MYM,2026-03-23 09:37:00,46553.0,46616.0,46543.0,46550.0,1879,0
MYM,2026-03-23 09:38:00,46549.0,46613.0,46541.0,46603.0,1139,0
MYM,2026-03-23 09:39:00,46611.0,46663.0,46585.0,46661.0,1222,0
MYM,2026-03-23 09:40:00,46663.0,46665.0,46614.0,46641.0,1146,0
MYM,2026-03-23 09:41:00,46643.0,46721.0,46580.0,46710.0,1629,0
MYM,2026-03-23 09:42:00,46709.0,46798.0,46699.0,46768.0,1741,0
MYM,2026-03-23 09:43:00,46770.0,46770.0,46694.0,46718.0,1661,0
MYM,2026-03-23 09:44:00,46716.0,46760.0,46676.0,46683.0,1114,0
MYM,2026-03-24 09:25:00,46165.0,46209.0,46160.0,46203.0,446,0
MYM,2026-03-24 09:26:00,46202.0,46202.0,46158.0,46164.0,177,0
MYM,2026-03-24 09:27:00,46164.0,46173.0,46139.0,46145.0,675,0
MYM,2026-03-24 09:28:00,46146.0,46150.0,46133.0,46144.0,304,0
MYM,2026-03-24 09:29:00,46143.0,46157.0,46138.0,46155.0,265,0
MYM,2026-03-24 09:30:00,46156.0,46186.0,46101.0,46154.0,2898,1
MYM,2026-03-24 09:31:00,46157.0,46170.0,46108.0,46141.0,1826,1
MYM,2026-03-24 09:32:00,46138.0,46175.0,46124.0,46168.0,949,1
MYM,2026-03-24 09:33:00,46168.0,46185.0,46154.0,46182.0,779,1
MYM,2026-03-24 09:34:00,46181.0,46191.0,46160.0,46184.0,738,1
MYM,2026-03-24 09:35:00,46189.0,46209.0,46152.0,46184.0,1157,0
MYM,2026-03-24 09:36:00,46182.0,46200.0,46133.0,46154.0,940,0
MYM,2026-03-24 09:37:00,46154.0,46199.0,46141.0,46180.0,799,0
MYM,2026-03-24 09:38:00,46176.0,46203.0,46160.0,46186.0,556,0
MYM,2026-03-24 09:39:00,46184.0,46193.0,46102.0,46123.0,783,0
MYM,2026-03-24 09:40:00,46123.0,46138.0,46096.0,46110.0,936,0
MYM,2026-03-24 09:41:00,46112.0,46119.0,46022.0,46045.0,1155,0
MYM,2026-03-24 09:42:00,46048.0,46170.0,46048.0,46154.0,1449,0
MYM,2026-03-24 09:43:00,46151.0,46157.0,46132.0,46149.0,373,0
MYM,2026-03-24 09:44:00,46151.0,46163.0,46128.0,46128.0,280,0
MYM,2026-03-25 09:25:00,46860.0,46865.0,46841.0,46848.0,256,0
MYM,2026-03-25 09:26:00,46850.0,46867.0,46850.0,46865.0,174,0
MYM,2026-03-25 09:27:00,46865.0,46873.0,46860.0,46868.0,195,0
MYM,2026-03-25 09:28:00,46868.0,46872.0,46855.0,46858.0,257,0
MYM,2026-03-25 09:29:00,46859.0,46884.0,46856.0,46883.0,523,0
MYM,2026-03-25 09:30:00,46884.0,46998.0,46872.0,46986.0,4901,1
MYM,2026-03-25 09:31:00,46986.0,47037.0,46977.0,47006.0,2361,1
MYM,2026-03-25 09:32:00,47005.0,47023.0,46978.0,46993.0,1254,1
MYM,2026-03-25 09:33:00,46994.0,47001.0,46932.0,46949.0,1363,1
MYM,2026-03-25 09:34:00,46950.0,46959.0,46933.0,46945.0,683,1
MYM,2026-03-25 09:35:00,46947.0,46981.0,46938.0,46959.0,1002,0
MYM,2026-03-25 09:36:00,46964.0,46999.0,46920.0,46995.0,1380,0
MYM,2026-03-25 09:37:00,46992.0,47001.0,46951.0,46954.0,849,0
MYM,2026-03-25 09:38:00,46956.0,46975.0,46923.0,46952.0,636,0
MYM,2026-03-25 09:39:00,46947.0,46956.0,46924.0,46928.0,553,0
MYM,2026-03-25 09:40:00,46930.0,46965.0,46921.0,46950.0,633,0
MYM,2026-03-25 09:41:00,46951.0,46958.0,46923.0,46937.0,462,0
MYM,2026-03-25 09:42:00,46939.0,46963.0,46930.0,46934.0,426,0
MYM,2026-03-25 09:43:00,46933.0,46933.0,46864.0,46880.0,1232,0
MYM,2026-03-25 09:44:00,46879.0,46883.0,46819.0,46832.0,1274,0
MYM,2026-03-26 09:25:00,46393.0,46402.0,46384.0,46402.0,171,0
MYM,2026-03-26 09:26:00,46400.0,46403.0,46391.0,46398.0,109,0
MYM,2026-03-26 09:27:00,46400.0,46417.0,46397.0,46417.0,182,0
MYM,2026-03-26 09:28:00,46417.0,46418.0,46401.0,46412.0,206,0
MYM,2026-03-26 09:29:00,46413.0,46452.0,46410.0,46449.0,493,0
MYM,2026-03-26 09:30:00,46448.0,46503.0,46442.0,46498.0,2576,1
MYM,2026-03-26 09:31:00,46497.0,46528.0,46483.0,46528.0,1648,1
MYM,2026-03-26 09:32:00,46528.0,46544.0,46458.0,46463.0,1786,1
MYM,2026-03-26 09:33:00,46462.0,46465.0,46425.0,46451.0,1070,1
MYM,2026-03-26 09:34:00,46452.0,46473.0,46432.0,46468.0,681,1
MYM,2026-03-26 09:35:00,46468.0,46474.0,46433.0,46439.0,1022,0
MYM,2026-03-26 09:36:00,46438.0,46470.0,46437.0,46462.0,707,0
MYM,2026-03-26 09:37:00,46460.0,46495.0,46460.0,46483.0,821,0
MYM,2026-03-26 09:38:00,46481.0,46484.0,46450.0,46472.0,884,0
MYM,2026-03-26 09:39:00,46473.0,46477.0,46429.0,46445.0,790,0
MYM,2026-03-26 09:40:00,46440.0,46496.0,46440.0,46479.0,1247,0
MYM,2026-03-26 09:41:00,46480.0,46502.0,46469.0,46486.0,615,0
MYM,2026-03-26 09:42:00,46489.0,46574.0,46483.0,46573.0,1497,0
MYM,2026-03-26 09:43:00,46573.0,46620.0,46564.0,46604.0,1366,0
