datetime_et,open,high,low,close,volume,is_or
2026-02-25 09:25:00,49725.979555,49725.979555,49709.882773,49714.913017,154,0
2026-02-25 09:26:00,49712.900919,49717.931164,49709.882773,49717.931164,81,0
2026-02-25 09:27:00,49718.937213,49719.943262,49711.89487,49719.943262,102,0
2026-02-25 09:28:00,49720.949311,49737.046093,49715.919066,49721.955359,318,0
2026-02-25 09:29:00,49719.943262,49719.943262,49695.798088,49714.913017,631,0
2026-02-25 09:30:00,49714.913017,49784.330392,49679.701305,49762.197316,4045,1
2026-02-25 09:31:00,49758.17312,49771.251756,49624.368615,49643.483544,3865,1
2026-02-25 09:32:00,49644.489593,49710.888821,49637.447251,49670.646865,2823,1
2026-02-25 09:33:00,49668.634767,49679.701305,49648.513789,49667.628718,1181,1
2026-02-25 09:34:00,49668.634767,49689.761794,49658.574278,49680.707354,849,1
2026-02-25 09:35:00,49679.701305,49718.937213,49652.537985,49691.773892,1277,0
2026-02-25 09:36:00,49690.767843,49700.828332,49667.628718,49692.779941,731,0
2026-02-25 09:37:00,49695.798088,49742.076338,49690.767843,49707.870675,1076,0
2026-02-25 09:38:00,49708.876724,49733.021897,49702.84043,49709.882773,567,0
2026-02-25 09:39:00,49708.876724,49727.991653,49697.810186,49712.900919,390,0
2026-02-25 09:40:00,49713.906968,49756.161022,49694.792039,49750.124729,880,0
2026-02-25 09:41:00,49743.082387,49743.082387,49691.773892,49705.858577,653,0
2026-02-25 09:42:00,49704.852528,49713.906968,49666.622669,49669.640816,680,0
2026-02-25 09:43:00,49669.640816,49692.779941,49657.568229,49677.689207,618,0
2026-02-25 09:44:00,49677.689207,49690.767843,49665.61662,49673.665012,376,0
2026-02-26 09:25:00,49993.588566,50008.679299,49991.576468,49996.606712,284,0
2026-02-26 09:26:00,49995.600663,50010.691397,49991.576468,50000.630908,191,0
2026-02-26 09:27:00,49998.61881,50004.655104,49991.576468,49998.61881,173,0
2026-02-26 09:28:00,49998.61881,50013.709544,49996.606712,50002.643006,329,0
2026-02-26 09:29:00,50002.643006,50052.945451,50001.636957,50047.915207,626,0
2026-02-26 09:30:00,50046.909158,50057.975696,49962.401049,50015.721642,3980,1
2026-02-26 09:31:00,50015.721642,50051.939402,49988.558321,50014.715593,2802,1
2026-02-26 09:32:00,50014.715593,50095.199506,50003.649055,50057.975696,2726,1
2026-02-26 09:33:00,50059.987794,50105.259995,50023.770033,50053.9515,1823,1
2026-02-26 09:34:00,50051.939402,50098.217652,50050.933354,50094.193457,1191,1
2026-02-26 09:35:00,50092.181359,50106.266044,50059.987794,50097.211604,1326,0
2026-02-26 09:36:00,50094.193457,50134.435413,50084.132968,50121.356777,1318,0
2026-02-26 09:37:00,50121.356777,50170.653174,50118.338631,50137.45356,1380,0
2026-02-26 09:38:00,50138.459609,50146.508,50108.278142,50121.356777,952,0
2026-02-26 09:39:00,50123.368875,50137.45356,50101.235799,50105.259995,620,0
2026-02-26 09:40:00,50106.266044,50117.332582,50077.090625,50084.132968,1000,0
2026-02-26 09:41:00,50082.12087,50097.211604,50041.878913,50046.909158,817,0
2026-02-26 09:42:00,50046.909158,50050.933354,50011.697446,50015.721642,1121,0
2026-02-26 09:43:00,50016.727691,50028.800278,49990.570419,49997.612761,942,0
2026-02-26 09:44:00,49997.612761,50024.776082,49987.552272,50004.655104,599,0
2026-02-27 09:25:00,49270.239398,49294.384572,49270.239398,49294.384572,205,0
2026-02-27 09:26:00,49295.390621,49300.420865,49282.311985,49289.354327,176,0
2026-02-27 09:27:00,49290.360376,49292.372474,49276.275692,49281.305936,240,0
2026-02-27 09:28:00,49280.299887,49295.390621,49268.2273,49290.360376,404,0
2026-02-27 09:29:00,49292.372474,49320.541844,49284.324083,49288.348279,627,0
2026-02-27 09:30:00,49287.34223,49420.140686,49278.287789,49381.910827,4576,1
2026-02-27 09:31:00,49383.922925,49386.941072,49267.221251,49304.445061,2278,1
2026-02-27 09:32:00,49304.445061,49370.844289,49303.439012,49328.590235,1573,1
2026-02-27 09:33:00,49326.578137,49336.638626,49289.354327,49325.572088,1585,1
2026-02-27 09:34:00,49324.566039,49324.566039,49274.263594,49302.432963,1173,1
