datetime_et,open,high,low,close,volume,is_or
2026-02-25 02:55:00,0.70899,0.70909,0.70899,0.70909,0,0
2026-02-25 02:56:00,0.70899,0.70899,0.70899,0.70899,3,0
2026-02-25 02:57:00,0.70889,0.70889,0.70889,0.70889,13,0
2026-02-25 02:58:00,0.70899,0.70899,0.70899,0.70899,3,0
2026-02-25 02:59:00,0.70899,0.70899,0.70879,0.70879,4,0
2026-02-25 03:00:00,0.70879,0.70889,0.70879,0.70889,2,1
2026-02-25 03:01:00,0.70899,0.70899,0.70899,0.70899,2,1
2026-02-25 03:02:00,0.70899,0.70899,0.70899,0.70899,4,1
2026-02-25 03:03:00,0.70899,0.70899,0.70899,0.70899,11,1
2026-02-25 03:04:00,0.70899,0.70899,0.70899,0.70899,10,1
2026-02-25 03:05:00,0.70899,0.70899,0.70899,0.70899,2,0
2026-02-25 03:06:00,0.70889,0.70899,0.70889,0.70899,13,0
2026-02-25 03:07:00,0.70889,0.70889,0.70889,0.70889,4,0
2026-02-25 03:08:00,0.70889,0.70889,0.70889,0.70889,0,0
2026-02-25 03:09:00,0.70899,0.70899,0.70899,0.70899,5,0
2026-02-25 03:10:00,0.70899,0.70899,0.70899,0.70899,0,0
2026-02-25 03:11:00,0.70919,0.70919,0.70919,0.70919,1,0
2026-02-25 03:12:00,0.70899,0.70899,0.70899,0.70899,2,0
2026-02-25 03:13:00,0.70899,0.70909,0.70899,0.70909,5,0
2026-02-25 03:14:00,0.70909,0.70909,0.70909,0.70909,2,0
2026-02-26 02:55:00,0.710788,0.710788,0.710788,0.710788,0,0
2026-02-26 02:56:00,0.710788,0.710788,0.710788,0.710788,1,0
2026-02-26 02:57:00,0.710788,0.710788,0.710788,0.710788,0,0
2026-02-26 02:58:00,0.710788,0.710788,0.710788,0.710788,8,0
2026-02-26 02:59:00,0.710788,0.710788,0.710788,0.710788,0,0
2026-02-26 03:00:00,0.710788,0.710788,0.710788,0.710788,1,1
2026-02-26 03:01:00,0.710788,0.710788,0.710788,0.710788,0,1
2026-02-26 03:02:00,0.710589,0.710589,0.710589,0.710589,2,1
2026-02-26 03:03:00,0.710589,0.710589,0.710589,0.710589,0,1
2026-02-26 03:04:00,0.710589,0.710589,0.710589,0.710589,0,1
2026-02-26 03:05:00,0.710688,0.710888,0.710688,0.710788,89,0
2026-02-26 03:06:00,0.710788,0.710888,0.710788,0.710888,2,0
2026-02-26 03:07:00,0.710788,0.710888,0.710788,0.710888,0,0
2026-02-26 03:08:00,0.710888,0.710888,0.710888,0.710888,2,0
2026-02-26 03:09:00,0.710988,0.711088,0.710988,0.710988,12,0
2026-02-26 03:10:00,0.710988,0.711088,0.710988,0.711088,3,0
2026-02-26 03:11:00,0.710988,0.711088,0.710988,0.711088,14,0
2026-02-26 03:12:00,0.710988,0.711088,0.710988,0.711088,0,0
2026-02-26 03:13:00,0.711188,0.711188,0.711188,0.711188,3,0
2026-02-26 03:14:00,0.711188,0.711188,0.711088,0.711188,8,0
2026-02-27 02:55:00,0.710988,0.710988,0.710888,0.710888,0,0
2026-02-27 02:56:00,0.710788,0.710888,0.710788,0.710888,2,0
2026-02-27 02:57:00,0.710888,0.710888,0.710888,0.710888,2,0
2026-02-27 02:58:00,0.710788,0.710788,0.710688,0.710688,3,0
2026-02-27 02:59:00,0.710688,0.710688,0.710688,0.710688,8,0
2026-02-27 03:00:00,0.710688,0.710688,0.710688,0.710688,17,1
2026-02-27 03:01:00,0.710988,0.711088,0.710988,0.711088,4,1
2026-02-27 03:02:00,0.710988,0.711088,0.710988,0.711088,8,1
2026-02-27 03:03:00,0.710888,0.710888,0.710888,0.710888,2,1
2026-02-27 03:04:00,0.710888,0.710888,0.710888,0.710888,0,1
2026-02-27 03:05:00,0.710888,0.710888,0.710788,0.710788,6,0
2026-02-27 03:06:00,0.710888,0.710888,0.710788,0.710788,0,0
2026-02-27 03:07:00,0.710888,0.710888,0.710788,0.710788,0,0
2026-02-27 03:08:00,0.710788,0.710788,0.710788,0.710788,6,0
2026-02-27 03:09:00,0.710788,0.710788,0.710788,0.710788,4,0
2026-02-27 03:10:00,0.710688,0.710688,0.710688,0.710688,5,0
2026-02-27 03:11:00,0.710688,0.710788,0.710688,0.710788,4,0
2026-02-27 03:12:00,0.710788,0.710788,0.710788,0.710788,4,0
2026-02-27 03:13:00,0.710788,0.710788,0.710788,0.710788,0,0
