datetime_et,open,high,low,close,volume,is_or
2026-02-25 09:25:00,25381.921488,25386.967144,25377.63268,25379.146377,423,0
2026-02-25 09:26:00,25378.894094,25380.407791,25373.596155,25379.39866,332,0
2026-02-25 09:27:00,25379.903225,25382.17377,25375.8667,25379.903225,315,0
2026-02-25 09:28:00,25380.912356,25391.003669,25380.155508,25386.210295,771,0
2026-02-25 09:29:00,25386.210295,25394.031063,25378.641811,25390.24682,1081,0
2026-02-25 09:30:00,25389.994538,25450.29013,25386.462578,25441.964797,6619,1
2026-02-25 09:31:00,25441.964797,25461.895139,25441.460231,25454.074372,3860,1
2026-02-25 09:32:00,25455.840352,25461.138291,25440.955666,25441.964797,2560,1
2026-02-25 09:33:00,25441.964797,25464.165685,25438.68512,25460.886008,1908,1
2026-02-25 09:34:00,25461.390574,25474.50928,25447.767302,25453.317524,2558,1
2026-02-25 09:35:00,25452.560675,25472.995583,25447.515019,25458.36318,2588,0
2026-02-25 09:36:00,25458.867745,25478.545805,25450.542413,25475.266128,2049,0
2026-02-25 09:37:00,25475.518411,25479.302653,25462.651988,25462.90427,2206,0
2026-02-25 09:38:00,25463.661119,25466.43623,25451.803827,25457.606331,1499,0
2026-02-25 09:39:00,25458.615463,25485.105158,25455.588069,25476.27526,2025,0
2026-02-25 09:40:00,25475.770694,25495.19647,25464.165685,25487.375703,2300,0
2026-02-25 09:41:00,25487.627986,25496.96245,25478.798088,25486.366572,1513,0
2026-02-25 09:42:00,25487.375703,25494.944188,25475.770694,25479.554936,1401,0
2026-02-25 09:43:00,25479.302653,25509.576591,25475.518411,25504.026369,2582,0
2026-02-25 09:44:00,25504.278652,25509.828874,25495.953319,25502.008106,1434,0
2026-02-26 09:25:00,25602.164383,25602.416666,25591.820788,25595.352747,465,0
2026-02-26 09:26:00,25594.848181,25597.875575,25590.307091,25592.577636,261,0
2026-02-26 09:27:00,25591.820788,25592.07307,25577.188385,25579.206647,715,0
2026-02-26 09:28:00,25579.963495,25589.550242,25573.656425,25586.522849,896,0
2026-02-26 09:29:00,25586.522849,25587.53198,25572.395011,25572.647294,594,0
2026-02-26 09:30:00,25573.404142,25573.404142,25515.883661,25524.965842,7164,1
2026-02-26 09:31:00,25523.956711,25567.349355,25510.838005,25554.735214,4761,1
2026-02-26 09:32:00,25555.996628,25559.276305,25511.34257,25514.369964,2672,1
2026-02-26 09:33:00,25515.631378,25522.190731,25502.260389,25509.324308,2765,1
2026-02-26 09:34:00,25507.558328,25517.145075,25486.618855,25502.512672,3438,1
2026-02-26 09:35:00,25503.017238,25521.938449,25489.393966,25495.953319,3012,0
2026-02-26 09:36:00,25496.710167,25502.008106,25454.83122,25464.417967,3307,0
2026-02-26 09:37:00,25464.417967,25488.8894,25462.147422,25481.068633,2509,0
2026-02-26 09:38:00,25480.81635,25506.296914,25473.752431,25490.907663,3525,0
2026-02-26 09:39:00,25491.159945,25526.731822,25489.646249,25506.044631,3007,0
2026-02-26 09:40:00,25507.053763,25511.594853,25477.284391,25482.330047,2766,0
2026-02-26 09:41:00,25483.591461,25513.613116,25474.761563,25502.512672,2272,0
2026-02-26 09:42:00,25503.26952,25524.461277,25489.393966,25494.944188,2435,0
2026-02-26 09:43:00,25495.701036,25500.998975,25462.399705,25478.545805,2498,0
2026-02-26 09:44:00,25477.284391,25504.278652,25470.220472,25497.214733,1905,0
2026-02-27 09:25:00,25050.169589,25061.774599,25046.63763,25056.981225,819,0
2026-02-27 09:26:00,25056.224377,25056.224377,25044.87165,25052.440134,413,0
2026-02-27 09:27:00,25053.196983,25054.962963,25027.716419,25032.257509,812,0
2026-02-27 09:28:00,25031.752944,25042.096539,25022.41848,25032.762075,1652,0
2026-02-27 09:29:00,25032.762075,25046.385347,25027.211853,25040.835125,1516,0
2026-02-27 09:30:00,25041.844256,25094.066799,25034.023489,25054.962963,5747,1
2026-02-27 09:31:00,25055.215245,25066.315689,25031.500661,25050.926438,3316,1
2026-02-27 09:32:00,25051.683286,25110.212899,25050.926438,25107.942353,3306,1
2026-02-27 09:33:00,25107.69007,25131.656938,25103.905828,25121.565625,2907,1
2026-02-27 09:34:00,25120.051928,25124.845302,25090.282556,25107.69007,2286,1
2026-02-27 09:35:00,25108.446919,25114.753989,25087.255163,25101.635283,1857,0
2026-02-27 09:36:00,25101.130717,25112.231161,25077.920699,25092.553102,2358,0
2026-02-27 09:37:00,25093.814516,25118.790514,25069.0908,25070.099931,2044,0
2026-02-27 09:38:00,25070.352214,25116.267686,25067.32482,25102.139849,2113,0
2026-02-27 09:39:00,25101.130717,25136.450311,25085.993749,25128.124978,2609,0
