datetime_et,open,high,low,close,volume,is_or
2026-02-25 02:55:00,89.543829,89.613271,89.501667,89.613271,0,0
2026-02-25 02:56:00,89.613271,89.670313,89.598391,89.635592,0,0
2026-02-25 02:57:00,89.635592,89.655433,89.57855,89.57855,0,0
2026-02-25 02:58:00,89.57855,89.58103,89.543829,89.556229,0,0
2026-02-25 02:59:00,89.556229,89.558709,89.551269,89.551269,0,0
2026-02-25 03:00:00,89.551269,89.752157,89.551269,89.729836,0,1
2026-02-25 03:01:00,89.729836,89.794318,89.712475,89.769517,0,1
2026-02-25 03:02:00,89.769517,89.779438,89.657913,89.660393,0,1
2026-02-25 03:03:00,89.660393,89.672793,89.546309,89.546309,0,1
2026-02-25 03:04:00,89.546309,89.682714,89.526468,89.645512,0,1
2026-02-25 03:05:00,89.645512,89.692634,89.58103,89.600871,0,0
2026-02-25 03:06:00,89.600871,89.633112,89.558709,89.563669,0,0
2026-02-25 03:07:00,89.563669,89.625672,89.563669,89.605831,0,0
2026-02-25 03:08:00,89.605831,89.605831,89.551269,89.57111,0,0
2026-02-25 03:09:00,89.57111,89.633112,89.57111,89.633112,0,0
2026-02-25 03:10:00,89.633112,89.769517,89.628152,89.742236,0,0
2026-02-25 03:11:00,89.742236,89.742236,89.628152,89.697594,0,0
2026-02-25 03:12:00,89.697594,89.742236,89.685194,89.714955,0,0
2026-02-25 03:13:00,89.714955,89.769517,89.702555,89.739756,0,0
2026-02-25 03:14:00,89.739756,89.759597,89.712475,89.729836,0,0
2026-02-26 02:55:00,87.49279,87.507671,87.49279,87.507671,2,0
2026-02-26 02:56:00,87.49279,87.507671,87.49279,87.507671,0,0
2026-02-26 02:57:00,87.636636,87.646556,87.636636,87.641596,3,0
2026-02-26 02:58:00,87.646556,87.646556,87.646556,87.646556,1,0
2026-02-26 02:59:00,87.636636,87.636636,87.631675,87.631675,6,0
2026-02-26 03:00:00,87.711038,87.711038,87.711038,87.711038,1,1
2026-02-26 03:01:00,87.477909,87.477909,87.051333,87.110855,7,1
2026-02-26 03:02:00,87.145577,87.145577,87.145577,87.145577,1,1
2026-02-26 03:03:00,87.200139,87.269581,87.200139,87.269581,4,1
2026-02-26 03:04:00,87.200139,87.269581,87.200139,87.269581,0,1
2026-02-26 03:05:00,87.269581,87.269581,87.269581,87.269581,2,0
2026-02-26 03:06:00,87.299343,87.299343,87.299343,87.299343,1,0
2026-02-26 03:07:00,87.274542,87.274542,87.23982,87.23982,2,0
2026-02-26 03:08:00,87.130696,87.130696,87.130696,87.130696,1,0
2026-02-26 03:09:00,87.120776,87.170378,87.120776,87.170378,3,0
2026-02-26 03:10:00,87.190218,87.22494,87.071174,87.100935,9,0
2026-02-26 03:11:00,87.155497,87.23486,87.145577,87.200139,7,0
2026-02-26 03:12:00,87.274542,87.294382,87.274542,87.294382,4,0
