datetime_et,open,high,low,close,volume,is_or
2026-02-25 05:55:00,113.156011,113.156011,113.156011,113.156011,631,0
2026-02-25 05:56:00,113.171634,113.171634,113.171634,113.171634,65,0
2026-02-25 05:57:00,113.156011,113.156011,113.156011,113.156011,530,0
2026-02-25 05:58:00,113.156011,113.156011,113.156011,113.156011,551,0
2026-02-25 05:59:00,113.171634,113.171634,113.171634,113.171634,1,0
2026-02-25 06:00:00,113.171634,113.171634,113.156011,113.171634,327,1
2026-02-25 06:01:00,113.171634,113.171634,113.171634,113.171634,19,1
2026-02-25 06:02:00,113.156011,113.156011,113.156011,113.156011,483,1
2026-02-25 06:03:00,113.156011,113.156011,113.156011,113.156011,573,1
2026-02-25 06:04:00,113.156011,113.156011,113.156011,113.156011,0,1
2026-02-25 06:05:00,113.140388,113.140388,113.140388,113.140388,1122,0
2026-02-25 06:06:00,113.140388,113.140388,113.140388,113.140388,709,0
2026-02-25 06:07:00,113.140388,113.140388,113.140388,113.140388,3,0
2026-02-25 06:08:00,113.140388,113.140388,113.140388,113.140388,122,0
2026-02-25 06:09:00,113.156011,113.156011,113.140388,113.140388,14,0
2026-02-25 06:10:00,113.156011,113.156011,113.140388,113.140388,0,0
2026-02-25 06:11:00,113.140388,113.140388,113.140388,113.140388,148,0
2026-02-25 06:12:00,113.140388,113.140388,113.140388,113.140388,354,0
2026-02-25 06:13:00,113.140388,113.140388,113.140388,113.140388,0,0
2026-02-25 06:14:00,113.140388,113.140388,113.140388,113.140388,1,0
2026-02-26 05:55:00,113.156011,113.156011,113.156011,113.156011,11,0
2026-02-26 05:56:00,113.156011,113.156011,113.156011,113.156011,5,0
2026-02-26 05:57:00,113.156011,113.156011,113.156011,113.156011,12,0
2026-02-26 05:58:00,113.140388,113.140388,113.140388,113.140388,43,0
2026-02-26 05:59:00,113.156011,113.156011,113.156011,113.156011,3,0
2026-02-26 06:00:00,113.140388,113.140388,113.140388,113.140388,7,1
2026-02-26 06:01:00,113.140388,113.140388,113.140388,113.140388,0,1
2026-02-26 06:02:00,113.140388,113.140388,113.140388,113.140388,4,1
2026-02-26 06:03:00,113.140388,113.140388,113.124766,113.124766,6,1
2026-02-26 06:04:00,113.140388,113.140388,113.124766,113.124766,0,1
2026-02-26 06:05:00,113.140388,113.140388,113.124766,113.124766,8,0
2026-02-26 06:06:00,113.140388,113.140388,113.140388,113.140388,3,0
2026-02-26 06:07:00,113.140388,113.140388,113.140388,113.140388,0,0
2026-02-26 06:08:00,113.140388,113.140388,113.140388,113.140388,4,0
2026-02-26 06:09:00,113.140388,113.140388,113.140388,113.140388,0,0
2026-02-26 06:10:00,113.140388,113.140388,113.140388,113.140388,2,0
2026-02-26 06:11:00,113.140388,113.140388,113.140388,113.140388,3,0
