datetime_et,open,high,low,close,volume,is_or
2026-02-25 09:25:00,2692.743698,2692.844354,2692.039107,2692.039107,57,0
2026-02-25 09:26:00,2692.039107,2692.94501,2692.039107,2692.844354,47,0
2026-02-25 09:27:00,2692.743698,2693.246977,2692.643042,2692.94501,53,0
2026-02-25 09:28:00,2692.94501,2693.146321,2691.535829,2691.837796,100,0
2026-02-25 09:29:00,2691.837796,2692.139763,2691.133205,2692.039107,181,0
2026-02-25 09:30:00,2691.73714,2692.743698,2687.509597,2690.529271,1610,1
2026-02-25 09:31:00,2690.428615,2691.535829,2684.0873,2684.489923,1079,1
2026-02-25 09:32:00,2684.288612,2687.509597,2684.187956,2686.100416,826,1
2026-02-25 09:33:00,2686.100416,2687.710909,2683.38271,2684.389267,664,1
2026-02-25 09:34:00,2684.389267,2685.99976,2683.080742,2683.584021,566,1
2026-02-25 09:35:00,2683.38271,2684.0873,2681.268938,2683.38271,744,0
2026-02-25 09:36:00,2683.282054,2683.282054,2678.047953,2679.054511,766,0
2026-02-25 09:37:00,2679.255822,2680.966971,2677.142051,2677.544674,843,0
2026-02-25 09:38:00,2677.444018,2679.759101,2677.343362,2677.947297,591,0
2026-02-25 09:39:00,2677.645329,2678.953855,2676.538116,2677.041395,497,0
2026-02-25 09:40:00,2676.840083,2678.34992,2674.525,2677.343362,748,0
2026-02-25 09:41:00,2677.343362,2677.343362,2672.61254,2672.914507,651,0
2026-02-25 09:42:00,2673.115819,2673.216475,2670.70008,2671.203359,808,0
2026-02-25 09:43:00,2671.203359,2672.411228,2670.096145,2671.706638,590,0
2026-02-25 09:44:00,2671.605982,2675.833525,2671.605982,2675.128935,707,0
2026-02-26 09:25:00,2692.743698,2693.045665,2692.441731,2692.643042,55,0
2026-02-26 09:26:00,2692.743698,2693.146321,2692.139763,2692.139763,52,0
2026-02-26 09:27:00,2692.139763,2692.240419,2690.529271,2690.931894,160,0
2026-02-26 09:28:00,2690.730582,2691.133205,2690.428615,2691.03255,92,0
2026-02-26 09:29:00,2690.931894,2692.240419,2688.818122,2689.422057,209,0
2026-02-26 09:30:00,2689.220745,2692.139763,2680.363036,2680.966971,1644,1
2026-02-26 09:31:00,2680.866315,2687.308285,2680.463692,2685.395825,1258,1
2026-02-26 09:32:00,2685.496481,2689.12009,2684.389267,2687.006318,739,1
2026-02-26 09:33:00,2687.308285,2689.422057,2686.201072,2687.710909,587,1
2026-02-26 09:34:00,2687.91222,2692.139763,2687.509597,2691.837796,780,1
2026-02-26 09:35:00,2691.837796,2695.56206,2690.327959,2695.260093,1024,0
2026-02-26 09:36:00,2695.159437,2697.071897,2694.756814,2695.964683,722,0
