datetime_et,open,high,low,close,volume,is_or
2026-02-25 02:55:00,1.352516,1.352516,1.352516,1.352516,0,0
2026-02-25 02:56:00,1.352516,1.352516,1.352516,1.352516,0,0
2026-02-25 02:57:00,1.352516,1.352516,1.352516,1.352516,0,0
2026-02-25 02:58:00,1.352516,1.352516,1.352516,1.352516,2,0
2026-02-25 02:59:00,1.352516,1.352516,1.352516,1.352516,0,0
2026-02-25 03:00:00,1.352116,1.352116,1.352016,1.352016,3,1
2026-02-25 03:01:00,1.352216,1.352316,1.352216,1.352316,4,1
2026-02-25 03:02:00,1.352116,1.352116,1.352116,1.352116,2,1
2026-02-25 03:03:00,1.352116,1.352116,1.352116,1.352116,0,1
2026-02-25 03:04:00,1.352116,1.352116,1.352116,1.352116,3,1
2026-02-25 03:05:00,1.352116,1.352116,1.352116,1.352116,0,0
2026-02-25 03:06:00,1.352116,1.352116,1.352116,1.352116,0,0
2026-02-25 03:07:00,1.352116,1.352116,1.352116,1.352116,4,0
2026-02-25 03:08:00,1.352116,1.352116,1.352116,1.352116,0,0
2026-02-25 03:09:00,1.352416,1.352616,1.352416,1.352616,5,0
2026-02-25 03:10:00,1.352416,1.352616,1.352416,1.352616,0,0
2026-02-25 03:11:00,1.352416,1.352616,1.352416,1.352616,0,0
2026-02-25 03:12:00,1.352416,1.352416,1.352316,1.352416,6,0
2026-02-25 03:13:00,1.352416,1.352416,1.352416,1.352416,1,0
2026-02-25 03:14:00,1.352216,1.352216,1.352216,1.352216,1,0
2026-02-26 02:55:00,1.353116,1.353116,1.353116,1.353116,1,0
2026-02-26 02:56:00,1.353116,1.353116,1.353116,1.353116,1,0
2026-02-26 02:57:00,1.353216,1.353216,1.353116,1.353116,4,0
2026-02-26 02:58:00,1.353216,1.353216,1.353116,1.353116,0,0
2026-02-26 02:59:00,1.353216,1.353216,1.353216,1.353216,3,0
2026-02-26 03:00:00,1.353216,1.353216,1.353216,1.353216,3,1
2026-02-26 03:01:00,1.353216,1.353216,1.353216,1.353216,0,1
2026-02-26 03:02:00,1.353316,1.353316,1.353116,1.353116,2,1
2026-02-26 03:03:00,1.353016,1.353016,1.353016,1.353016,1,1
2026-02-26 03:04:00,1.353016,1.353016,1.353016,1.353016,0,1
2026-02-26 03:05:00,1.353016,1.353016,1.353016,1.353016,0,0
2026-02-26 03:06:00,1.353016,1.353016,1.353016,1.353016,0,0
2026-02-26 03:07:00,1.353016,1.353016,1.353016,1.353016,3,0
2026-02-26 03:08:00,1.353116,1.353116,1.353116,1.353116,4,0
2026-02-26 03:09:00,1.353116,1.353116,1.353116,1.353116,0,0
2026-02-26 03:10:00,1.353116,1.353116,1.353116,1.353116,0,0
2026-02-26 03:11:00,1.353116,1.353116,1.353116,1.353116,0,0
2026-02-26 03:12:00,1.353417,1.353417,1.353417,1.353417,5,0
