asset,date,open,high,low,close,volume
MES,2025-07-14,6450.445652,6471.710576,6436.098233,6466.07409,569525
MES,2025-07-15,6495.281335,6499.124393,6428.155912,6429.180728,857469
MES,2025-07-16,6454.801118,6465.049274,6395.618017,6455.56973,1048850
MES,2025-07-17,6460.950012,6502.967452,6458.387973,6499.636801,617367
MES,2025-07-18,6509.628753,6512.446996,6478.884285,6492.719296,615491
MES,2025-07-21,6502.967452,6532.174697,6498.355781,6506.041898,605492
MES,2025-07-22,6505.529491,6511.42218,6475.29743,6505.017083,749827
MES,2025-07-23,6530.893677,6566.506019,6511.165977,6564.712592,734353
MES,2025-07-24,6560.869534,6577.522787,6554.976844,6565.225,622018
MES,2025-07-25,6564.200184,6590.589186,6561.125738,6588.027147,478423
MES,2025-07-28,6588.539555,6593.919837,6568.043243,6583.927885,591908
MES,2025-07-29,6596.73808,6599.812527,6554.976844,6562.406757,699428
MES,2025-07-30,6571.11769,6594.944653,6524.744783,6585.465108,737688
MES,2025-07-31,6606.730032,6610.829295,6516.033851,6527.050618,1333184
MES,2025-08-01,6467.611313,6467.867517,6394.336997,6418.676368,1452897
MES,2025-08-04,6459.668992,6528.331638,6458.387973,6527.563026,687437
MES,2025-08-05,6521.670337,6529.868861,6472.479187,6480.933916,1004995
MES,2025-08-06,6492.206888,6537.811182,6482.727343,6528.844046,826865
MES,2025-08-07,6566.249816,6573.935933,6491.438276,6531.662289,1079643
MES,2025-08-08,6541.398037,6585.208904,6537.811182,6584.440293,706391
MES,2025-08-11,6575.473156,6590.84539,6546.265911,6554.976844,628586
MES,2025-08-12,6583.159273,6630.813199,6567.274631,6629.532179,650984
MES,2025-08-13,6650.284696,6663.863502,6627.226344,6645.160618,671677
MES,2025-08-14,6627.994956,6657.458405,6623.127082,6651.309511,706968
MES,2025-08-15,6657.970813,6658.995628,6621.846062,6627.738752,656275
MES,2025-08-18,6624.920509,6635.937277,6617.7468,6627.738752,525272
MES,2025-08-19,6626.713937,6636.962093,6578.547603,6594.688449,790938
MES,2025-08-20,6587.514739,6590.332982,6520.645521,6573.935933,1156137
MES,2025-08-21,6553.952028,6571.630098,6528.331638,6549.596562,847850
MES,2025-08-22,6566.762223,6657.458405,6561.638145,6645.416821,795263
MES,2025-08-25,6630.300791,6643.623394,6613.13513,6619.796431,482776
MES,2025-08-26,6610.829295,6648.491268,6604.424197,6648.235064,584703
MES,2025-08-27,6634.656258,6668.475173,6619.284023,6646.185433,557553
MES,2025-08-28,6661.301463,6684.872222,6641.573763,6678.210921,609974
MES,2025-08-29,6660.276648,6664.119706,6615.440965,6634.400054,717682
MES,2025-09-01,6634.912461,6644.904414,6628.763568,6643.879598,35092
MES,2025-09-02,6557.026475,6607.498644,6529.612658,6607.498644,894278
MES,2025-09-03,6608.779663,6624.920509,6585.721312,6620.565043,762119
MES,2025-09-04,6625.945325,6678.467125,6616.209577,6674.367862,707152
MES,2025-09-05,6695.632786,6704.087515,6612.110314,6649.772288,1163497
MES,2025-09-08,6665.65693,6678.210921,6651.053307,6668.218969,668296
MES,2025-09-09,6668.475173,6698.451029,6649.772288,6692.558339,722778
MES,2025-09-10,6715.872895,6725.096235,6684.359815,6699.475845,797253
MES,2025-09-11,6720.484565,6763.783024,6714.591875,6755.328296,762848
MES,2025-09-12,6753.02246,6769.675714,6746.361159,6751.997645,652582
MES,2025-09-15,6773.518773,6788.122395,6769.163306,6780.948686,180439
MES,2025-09-16,6791.70925,6794.783697,6768.138491,6776.849423,105810
MES,2025-09-17,6776.080812,6793.758881,6716.641506,6772.237753,165147
MES,2025-09-18,6793.758881,6825.015757,6776.849423,6802.21361,84947
MES,2025-09-19,6810.591033,6835.46944,6790.53599,6823.537959,627597
MES,2025-09-22,6809.575587,6861.109432,6809.321726,6854.255177,601251
MES,2025-09-23,6854.762899,6860.855571,6805.006084,6819.73004,847480
MES,2025-09-24,6830.899937,6832.423105,6781.143122,6800.436581,844405
MES,2025-09-25,6763.118969,6778.096786,6726.562941,6764.895998,1081016
MES,2025-09-26,6776.573618,6806.529252,6760.072633,6800.944303,891632
MES,2025-09-29,6826.076572,6834.961718,6799.674997,6812.114201,792036
MES,2025-09-30,6810.08331,6847.908644,6796.120938,6828.361324,896436
MES,2025-10-01,6810.337171,6873.802497,6808.814004,6861.109432,708322
MES,2025-10-02,6883.703088,6884.972394,6845.623892,6869.486855,733312
MES,2025-10-03,6876.594971,6905.027437,6858.316958,6867.455965,884425
MES,2025-10-06,6893.349817,6902.488824,6870.756161,6895.126847,631490
MES,2025-10-07,6901.981102,6906.804466,6851.462702,6869.486855,995962
MES,2025-10-08,6878.118139,6912.897138,6868.979132,6908.327634,605250
MES,2025-10-09,6910.612386,6914.674167,6865.171213,6884.464672,863501
MES,2025-10-10,6892.842095,6911.627831,6641.265544,6651.927718,1737429
MES,2025-10-13,6773.273421,6815.160536,6764.642137,6793.328464,954795
MES,2025-10-14,6736.209671,6826.584295,6695.338001,6787.997377,1266149
MES,2025-10-15,6835.723302,6871.263884,6754.233823,6817.191427,1434017
MES,2025-10-16,6835.215579,6854.762899,6734.432642,6762.357385,1779820
MES,2025-10-17,6757.280159,6821.76093,6743.063926,6814.652814,1412602
MES,2025-10-20,6837.500331,6888.01873,6836.992608,6884.972394,656526
MES,2025-10-21,6878.879723,6894.872985,6863.394184,6876.848833,818094
MES,2025-10-22,6883.703088,6883.956949,6794.090048,6841.30825,1388743
MES,2025-10-23,6843.339141,6890.557343,6840.038944,6882.17992,835693
MES,2025-10-24,6926.097925,6947.422275,6917.720502,6930.667429,643106
MES,2025-10-27,6989.30939,7023.326804,6982.962857,7020.788191,514416
MES,2025-10-28,7032.719673,7052.013132,7009.872155,7034.496702,639616
MES,2025-10-29,7049.220657,7059.375109,6988.801667,7025.103834,796153
MES,2025-10-30,6999.463842,7020.53433,6956.561282,7000.98701,983570
MES,2025-10-31,7008.85671,7009.110572,6949.199304,6978.139493,993913
MES,2025-11-03,7014.949381,7016.218688,6955.291975,6990.324835,730370
MES,2025-11-04,6915.435751,6955.291975,6899.69635,6911.37397,1008068
MES,2025-11-05,6903.250408,6963.415537,6894.619124,6932.952181,785209
MES,2025-11-06,6917.720502,6926.605648,6837.500331,6868.979132,1467338
MES,2025-11-07,6827.345879,6870.248439,6758.295604,6869.740716,1581517
MES,2025-11-10,6921.020699,6972.046821,6897.919321,6963.161676,950639
MES,2025-11-11,6948.183859,6986.516916,6935.490794,6980.170383,840378
MES,2025-11-12,6997.686813,6998.956119,6957.830588,6979.408799,956367
MES,2025-11-13,6953.007224,6956.307421,6850.193396,6866.440519,1604133
MES,2025-11-14,6795.359355,6900.457934,6773.527282,6869.486855,1683759
MES,2025-11-17,6838.261915,6879.387446,6761.088079,6800.690442,1499023
MES,2025-11-18,6759.818772,6790.53599,6695.845724,6730.117,1875213
MES,2025-11-19,6745.094817,6812.621923,6724.532051,6799.167274,1531564
MES,2025-11-20,6869.486855,6896.142292,6651.419996,6653.450886,2174470
MES,2025-11-21,6682.898797,6780.88926,6640.50396,6733.924919,1866559
MES,2025-11-24,6760.580356,6835.723302,6749.410459,6828.869047,1106611
MES,2025-11-25,6820.237762,6897.411598,6777.589063,6885.480117,1235933
MES,2025-11-26,6910.104663,6952.24564,6900.711795,6935.490794,944108
MES,2025-11-27,6934.72921,6937.267823,6930.159706,6933.459903,19808
MES,2025-11-28,6939.298713,6969.76207,6936.7601,6963.415537,193691
MES,2025-12-01,6918.735948,6961.384647,6917.974364,6932.190597,958259
MES,2025-12-02,6949.960888,6969.508208,6923.05159,6948.43772,1081120
MES,2025-12-03,6934.983071,6979.408799,6925.590203,6970.777515,857494
MES,2025-12-04,6982.455135,6983.216719,6941.837326,6971.79296,1003323
MES,2025-12-05,6981.693551,7011.649185,6972.300683,6985.755332,1002464
MES,2025-12-08,6992.101864,6992.609587,6940.821881,6970.269792,759676
MES,2025-12-09,6956.307421,6979.154938,6949.453165,6952.24564,765544
MES,2025-12-10,6949.199304,7014.69552,6936.252378,6999.717703,1083545
MES,2025-12-11,6974.331573,7036.01987,6943.614355,7031.450366,1040999
MES,2025-12-12,7002.764039,7009.618294,6910.104663,6939.044852,1478898
MES,2025-12-15,6977.124047,6978.139493,6911.120109,6929.144261,414528
MES,2025-12-16,6910.104663,6929.144261,6866.186658,6897.919321,243096
MES,2025-12-17,6915.435751,6921.274561,6825.822711,6838.261915,180068
MES,2025-12-18,6892.080511,6923.813174,6864.155768,6876.087249,174224
MES,2025-12-19,6900.525929,6948.899399,6899.014258,6946.883838,660341
MES,2025-12-22,6975.605586,6990.470351,6962.252493,6984.675612,634536
MES,2025-12-23,6973.086135,7017.932373,6972.582244,7011.633744,509046
MES,2025-12-24,7013.145415,7042.371053,7011.129853,7034.308808,242505
MES,2025-12-25,7013.145415,7042.371053,7011.129853,7034.308808,0
MES,2025-12-26,7037.584095,7048.417737,7023.223221,7031.285466,453386
MES,2025-12-29,7005.335115,7021.963495,6990.218405,7010.374018,609501
MES,2025-12-30,7004.075389,7015.664866,6994.501473,6999.288431,480142
MES,2025-12-31,6999.288431,7001.555937,6943.608551,6947.387729,608114
MES,2026-01-02,6981.65227,6993.745638,6919.925706,6954.442193,1150221
MES,2026-01-05,6988.202844,7017.680428,6986.439228,6997.77676,735960
MES,2026-01-06,7000.800102,7046.15023,6999.288431,7042.874943,641064
MES,2026-01-07,7043.378834,7061.26694,7011.885689,7020.955715,834856
MES,2026-01-08,7007.602621,7032.041302,6993.997583,7025.490727,961396
MES,2026-01-09,7024.734892,7072.352527,7009.618183,7058.747488,858674
MES,2026-01-12,7023.727111,7079.910882,7022.719331,7066.053898,610661
MES,2026-01-13,7073.108362,7078.903101,7031.033521,7053.45664,985823
MES,2026-01-14,7026.498508,7033.804918,6976.865312,7014.405141,1236110
MES,2026-01-15,7063.534446,7071.848637,7029.01796,7037.83604,941009
MES,2026-01-16,7050.937188,7056.479982,7014.657086,7032.293247,986244
MES,2026-01-19,6950.159125,6970.818628,6940.837154,6967.039451,120200
MES,2026-01-20,6925.216555,6958.725261,6875.583359,6890.700068,1081597
MES,2026-01-21,6906.320668,6999.288431,6890.448123,6969.055012,1429399
MES,2026-01-22,7010.122073,7022.971276,6979.384764,6994.249528,853446
MES,2026-01-23,6988.95868,7018.184318,6978.880873,6987.950899,803414
MES,2026-01-26,7012.137634,7049.677463,7006.09095,7031.285466,600938
MES,2026-01-27,7048.669682,7073.360307,7042.622998,7063.786391,534978
MES,2026-01-28,7077.39143,7085.957565,7031.537411,7071.344746,677035
MES,2026-01-29,7069.58113,7076.383649,6951.670796,7044.386614,1165905
MES,2026-01-30,7020.451824,7045.14245,6972.582244,7015.412921,1018730
