date,close
2025-08-29,17.72
2025-08-30,18.35
2025-09-03,19.38
2025-09-04,18.93
2025-09-05,18.39
2025-09-06,18.42
2025-09-09,18.29
2025-09-10,18.27
2025-09-11,18.44
2025-09-12,18.03
2025-09-13,18.06
2025-09-16,18.53
2025-09-17,18.91
2025-09-18,18.44
2025-09-19,18.52
2025-09-20,18.48
2025-09-23,18.95
2025-09-24,19.44
2025-09-25,19.14
2025-09-26,19.46
2025-09-27,18.41
2025-09-30,18.76
2025-10-01,18.77
2025-10-02,18.76
2025-10-03,18.89
2025-10-04,19.08
2025-10-07,19.12
2025-10-08,19.71
2025-10-09,19.26
2025-10-10,19.38
2025-10-11,22.81
2025-10-14,20.93
2025-10-15,22.03
2025-10-16,21.94
2025-10-17,24.87
2025-10-18,22.09
2025-10-21,20.31
2025-10-22,19.99
2025-10-23,20.31
2025-10-24,19.65
2025-10-25,19.2
2025-10-28,18.99
2025-10-29,19.55
2025-10-30,19.83
2025-10-31,19.98
2025-11-01,20.49
2025-11-04,20.38
2025-11-05,21.29
2025-11-06,20.6
2025-11-07,21.35
2025-11-08,21.19
2025-11-11,20.24
2025-11-12,20.19
2025-11-13,20.34
2025-11-14,21.85
2025-11-15,21.58
2025-11-18,23.18
2025-11-19,24.54
2025-11-20,23.99
2025-11-21,25.76
2025-11-22,23.96
2025-11-25,21.85
2025-11-26,20.73
2025-11-27,20.02
2025-11-29,19.64
2025-12-02,20.22
2025-12-03,19.84
2025-12-04,19.71
2025-12-05,19.49
2025-12-06,19.27
2025-12-09,19.91
2025-12-10,20.08
2025-12-11,19.35
2025-12-12,19.05
2025-12-13,19.25
2025-12-16,19.68
2025-12-17,19.67
2025-12-18,20.08
2025-12-19,19.59
2025-12-20,18.25
2025-12-23,17.79
2025-12-24,17.84
2025-12-25,17.77
2025-12-27,17.77
2025-12-30,17.82
2025-12-31,17.77
2026-01-01,18.18
2026-01-03,18.02
2026-01-06,18.32
2026-01-07,18.15
2026-01-08,18.59
2026-01-09,18.39
2026-01-10,17.88
2026-01-13,18.23
2026-01-14,18.85
2026-01-15,19.37
2026-01-16,18.9
2026-01-17,18.99
2026-01-21,21.28
2026-01-22,19.36
2026-01-23,18.75
2026-01-24,19.15
2026-01-27,19.07
2026-01-28,19.22
2026-01-29,19.3
2026-01-30,19.67
2026-01-31,20.07
2026-02-03,19.37
2026-02-04,20.35
2026-02-05,20.62
2026-02-06,22.45
2026-02-07,20.37
2026-02-10,20.09
2026-02-11,20.43
2026-02-12,20.37
2026-02-13,22.17
2026-02-14,22.17
2026-02-18,21.6
2026-02-19,21.39
2026-02-20,21.88
2026-02-21,21.09
2026-02-24,22.14
2026-02-25,21.34
2026-02-26,20.36
2026-02-27,20.81
2026-02-28,21.56
2026-03-03,22.44
2026-03-04,23.54
2026-03-05,22.29
2026-03-06,23.86
2026-03-07,27.56
2026-03-10,25.34
2026-03-11,25.51
2026-03-12,24.97
2026-03-13,26.95
2026-03-14,27.28
2026-03-17,24.92
2026-03-18,24.33
2026-03-19,26.56
2026-03-20,25.54
2026-03-21,27.43
2026-03-24,26.1
2026-03-25,26.56
2026-03-26,25.63
2026-03-27,27.16
2026-03-28,29.27
2026-03-31,29.13
