date,open,high,low,close,volume
2025-02-25,2264.854271,2274.283824,2234.700426,2259.465955,65021
2025-02-26,2261.123899,2285.993049,2248.482081,2262.056492,60169
2025-02-27,2256.875419,2265.579622,2220.918772,2225.06363,67456
2025-02-28,2213.458027,2245.58068,2206.61901,2242.472036,77513
2025-03-03,2252.523318,2258.429741,2169.108042,2190.661305,83844
2025-03-04,2152.943094,2193.251842,2124.34357,2178.95208,106485
2025-03-05,2158.124167,2183.407803,2141.233869,2177.605001,83936
2025-03-06,2150.870664,2175.636194,2131.493451,2148.487371,85413
2025-03-07,2142.06284,2164.237833,2107.867758,2152.839472,88077
2025-03-10,2125.379785,2139.161439,2076.159591,2100.614256,84456
2025-03-11,2100.92512,2123.203734,2073.98354,2100.717877,109626
2025-03-12,2120.716819,2127.970322,2084.138444,2098.438205,75045
2025-03-13,2102.272199,2109.940187,2057.300485,2073.569055,74874
2025-03-14,2090.666596,2120.613198,2079.682721,2113.877803,59573
2025-03-17,2116.157475,2150.663421,2114.499532,2140.715761,23067
2025-03-18,2132.11518,2133.255016,2115.950232,2126.001514,9242
2025-03-19,2126.519621,2172.838414,2126.519621,2158.745895,7022
2025-03-20,2136.052795,2167.968205,2135.63831,2142.166462,4172
2025-03-21,2117.913582,2136.71984,2108.356303,2134.150679,47553
2025-03-24,2163.850181,2186.664331,2160.97272,2180.806643,40930
2025-03-25,2180.601111,2186.869863,2163.850181,2172.585328,39389
2025-03-26,2172.688095,2181.937074,2138.775169,2146.482652,48888
2025-03-27,2145.454988,2155.834398,2129.012357,2140.522199,48625
2025-03-28,2136.411541,2137.130906,2082.356393,2084.206189,55115
2025-03-31,2062.214171,2094.791132,2041.14705,2081.225962,52673
2025-04-01,2077.423604,2100.957119,2052.965191,2083.178525,62254
2025-04-02,2053.684556,2150.490543,2031.281472,2032.925735,83298
2025-04-03,2014.838841,2036.008728,1970.238206,1973.526732,95136
2025-04-04,1903.542786,1918.957752,1841.780155,1883.092264,177731
2025-04-07,1816.191311,1985.550406,1789.574803,1881.139702,245060
2025-04-08,1936.222514,1938.894441,1796.254621,1816.705143,188008
2025-04-09,1800.776345,2002.712401,1789.163737,1989.661063,172300
2025-04-10,1922.349044,1932.214623,1843.732717,1895.115938,152870
2025-04-11,1887.613987,1925.637571,1860.278114,1920.499249,107095
2025-04-14,1956.159204,1959.036664,1906.831312,1939.922106,82083
2025-04-15,1941.052537,1969.724374,1936.016981,1944.854895,61491
2025-04-16,1934.167185,1944.854895,1900.870858,1923.06841,63678
2025-04-17,1925.226505,1952.562378,1919.779883,1945.985326,59444
2025-04-21,1925.843103,1928.617797,1881.242468,1897.0685,38057
2025-04-22,1927.076301,1957.803467,1920.293716,1953.692809,62121
2025-04-23,2007.850723,2034.878297,1974.554396,1984.933807,70065
2025-04-24,1984.111675,2028.609544,1975.376528,2017.613535,45231
2025-04-25,2003.740066,2022.443558,1991.819159,2018.024601,51047
2025-04-28,2021.826959,2039.194488,2001.684737,2022.854624,45494
2025-04-29,2021.415894,2046.696438,2006.51476,2041.45535,51082
2025-04-30,2007.542424,2032.103603,1982.364646,2023.676755,62089
2025-05-01,2033.131268,2054.198388,2013.605644,2037.241925,61477
2025-05-02,2060.056075,2090.474942,2058.822878,2084.308955,48463
2025-05-05,2062.728003,2082.972992,2057.589681,2066.83866,36071
2025-05-06,2042.071948,2062.830769,2032.000837,2037.447458,49450
2025-05-07,2057.178615,2062.419703,2036.008728,2051.218161,56080
2025-05-08,2074.546144,2105.170543,2058.617345,2086.261518,52957
2025-05-09,2092.119205,2100.032221,2075.882107,2089.138978,38232
2025-05-12,2168.269138,2177.312584,2136.617074,2160.664421,46237
2025-05-13,2169.399569,2176.28492,2158.814625,2162.308684,38132
2025-05-14,2159.636757,2164.877845,2143.810725,2145.557754,32838
2025-05-15,2143.913491,2164.055714,2131.581518,2162.308684,34327
2025-05-16,2163.130816,2180.292811,2155.628865,2165.288911,32385
2025-05-19,2145.352221,2169.091269,2139.700067,2166.933174,30786
2025-05-20,2163.850181,2175.668321,2156.964829,2168.166371,28319
2025-05-21,2142.680294,2153.059704,2103.52628,2107.123105,50835
2025-05-22,2097.46306,2119.146779,2089.755577,2110.514398,42225
2025-05-23,2070.02442,2106.506507,2069.202289,2096.332629,42353
2025-05-26,2120.791042,2127.77916,2114.419523,2124.490634,3286
2025-05-27,2130.862153,2155.012267,2115.344421,2154.9095,32509
2025-05-28,2151.929274,2155.526099,2126.134897,2127.265328,39066
2025-05-29,2144.324557,2145.352221,2118.221881,2134.458979,38110
2025-05-30,2124.079568,2135.794942,2107.739704,2121.613173,45400
2025-06-02,2126.134897,2134.150679,2098.593491,2131.684285,36646
2025-06-03,2137.850271,2170.2217,2128.395759,2164.877845,46310
2025-06-04,2165.699977,2174.435124,2155.012267,2156.759296,35462
2025-06-05,2160.458888,2171.96873,2142.474761,2159.020158,51852
2025-06-06,2188.719659,2194.988412,2178.854081,2193.960748,37000
2025-06-09,2212.458707,2216.877664,2198.893537,2208.03975,31281
2025-06-10,2218.521927,2228.695805,2211.944875,2219.446825,38017
2025-06-11,2229.929002,2233.628594,2206.292721,2207.936984,43837
2025-06-12,2194.680113,2205.984422,2189.027959,2196.324376,28572
2025-06-13,2169.399569,2186.047732,2152.340339,2160.97272,43711
2025-06-16,2181.423242,2196.940975,2172.482562,2185.122834,15746
2025-06-17,2166.111042,2181.012176,2158.09526,2159.122924,10770
2025-06-18,2158.300793,2192.008186,2152.648639,2174.640657,4186
2025-06-19,2149.668412,2149.668412,2133.225781,2137.541972,2810
2025-06-20,2188.878088,2190.715165,2160.709563,2174.385586,39631
2025-06-23,2160.505443,2195.2058,2143.767624,2193.879022,55461
2025-06-24,2210.412721,2227.762899,2200.921153,2221.231067,36141
2025-06-25,2224.496983,2225.313462,2193.164602,2194.6955,38513
2025-06-26,2205.820027,2234.600911,2204.493248,2233.988551,34044
2025-06-27,2238.785365,2252.563448,2218.271331,2234.396791,54015
2025-06-30,2245.113078,2245.317197,2231.437055,2233.886492,31997
2025-07-01,2223.476385,2284.814368,2218.78163,2259.50352,64350
2025-07-02,2263.585914,2293.999757,2253.379927,2292.162679,47045
2025-07-03,2299.20481,2313.187013,2296.551253,2309.512857,29891
2025-07-04,2284.202009,2290.733841,2281.650512,2284.712308,2647
2025-07-07,2294.203876,2307.16548,2260.728238,2271.036285,48854
2025-07-08,2283.58965,2301.654247,2281.038153,2291.754439,38505
2025-07-09,2304.103684,2317.473527,2288.794703,2315.22821,42834
2025-07-10,2312.166414,2339.824639,2306.8593,2326.352736,42284
2025-07-11,2309.410797,2313.084953,2290.121481,2291.14208,39152
2025-07-14,2289.509122,2310.431396,2286.651446,2307.675779,33772
2025-07-15,2317.575587,2319.310605,2257.666442,2258.584981,45452
2025-07-16,2277.466057,2289.407062,2243.276,2284.202009,63140
2025-07-17,2286.039086,2318.494126,2282.364931,2315.63645,50117
2025-07-18,2328.495993,2329.516592,2294.510056,2297.163613,42968
2025-07-21,2310.227276,2319.208545,2286.651446,2292.979158,34306
2025-07-22,2290.019422,2312.982893,2280.017554,2310.941695,41906
2025-07-23,2322.8827,2344.111154,2315.33027,2339.21228,46893
2025-07-24,2330.537191,2335.436065,2309.512857,2314.717911,35145
2025-07-25,2318.494126,2320.025024,2298.592451,2319.514725,33705
2025-07-28,2327.679514,2328.802173,2307.47166,2316.044689,27765
2025-07-29,2330.639251,2331.35367,2293.489457,2301.858367,38642
2025-07-30,2309.614917,2322.98476,2272.056884,2272.669243,55372
2025-07-31,2275.935159,2291.856499,2259.50352,2263.279735,54188
2025-08-01,2231.028815,2234.702971,2191.123405,2221.435187,70863
2025-08-04,2234.294731,2274.098081,2229.395857,2273.791902,36963
2025-08-05,2275.11868,2282.466991,2251.23667,2279.813434,48107
2025-08-06,2278.690776,2279.303135,2262.667376,2275.833099,36838
2025-08-07,2297.775972,2298.388331,2253.481987,2275.22074,47706
2025-08-08,2279.609314,2284.610248,2265.422992,2280.017554,33001
2025-08-11,2275.731039,2285.528787,2265.933292,2271.240405,26293
2025-08-12,2286.345266,2340.743178,2279.201075,2340.028759,45971
2025-08-13,2353.194483,2386.363941,2348.295609,2381.260948,50954
2025-08-14,2354.827441,2358.603656,2331.25161,2354.113021,44279
2025-08-15,2355.950099,2357.276878,2328.700113,2338.701981,38506
2025-08-18,2340.845238,2353.908902,2337.885502,2348.601788,27061
2025-08-19,2349.112088,2359.011895,2325.025958,2332.578388,40078
2025-08-20,2327.373335,2331.863969,2304.205744,2323.18888,42810
2025-08-21,2311.043755,2330.94543,2304.511923,2329.924832,38678
2025-08-22,2340.845238,2424.024034,2338.9061,2419.32928,74577
2025-08-25,2410.654191,2412.083029,2390.854576,2394.528731,30372
2025-08-26,2396.263749,2417.492202,2393.916372,2413.613927,35439
2025-08-27,2405.245018,2431.984704,2403.61206,2431.780585,35247
2025-08-28,2438.720656,2438.720656,2422.084897,2432.290884,33496
2025-08-29,2435.45474,2438.006237,2410.450071,2419.839579,35990
2025-09-01,2415.451005,2421.880777,2410.756251,2419.941639,2264
2025-09-02,2385.853642,2410.245951,2380.240349,2401.672922,37744
2025-09-03,2398.509066,2418.818981,2390.140157,2406.673856,41398
2025-09-04,2408.306814,2434.230021,2401.366743,2432.188824,32103
2025-09-05,2443.10923,2463.317085,2414.328346,2443.21129,52988
2025-09-08,2450.661661,2451.37608,2428.820848,2448.212224,36440
