Id,ContractName,EnteredAt,ExitedAt,EntryPrice,ExitPrice,Fees,PnL,Size,Type,TradeDay,TradeDuration,Commissions
2450553257,MESM6,04/14/2026 17:50:07 +01:00,04/14/2026 17:50:22 +01:00,6997.750000000,6997.500000000,0.74000,-1.250000000,1,Long,04/14/2026 00:00:00 -05:00,00:00:15.1254740,0.50000
2455207323,MESM6,04/15/2026 14:35:02 +01:00,04/15/2026 14:50:17 +01:00,7019.750000000,7010.750000000,8.14000,-495.000000000,11,Long,04/15/2026 00:00:00 -05:00,00:15:15.4805310,5.50000
2455206240,ESM6,04/15/2026 14:35:02 +01:00,04/15/2026 14:50:12 +01:00,7019.750000000,7011.000000000,2.80000,-437.500000000,1,Long,04/15/2026 00:00:00 -05:00,00:15:09.7735380,1.00000
2455330231,MNQM6,04/15/2026 14:38:46 +01:00,04/15/2026 14:54:38 +01:00,26044.250000000,26048.000000000,3.70000,37.500000000,5,Long,04/15/2026 00:00:00 -05:00,00:15:51.3007120,2.50000
