"asset_id","trade_date","open","high","low","close","volume","ts"
"MGC","2025-07-23",3474.598647,3486.287365,3446.240799,3453.25403,102278,"2026-04-01T16:16:09.667730Z"
"MGC","2025-07-24",3417.882951,3436.686542,3415.138644,3426.62408,63898,"2026-04-01T16:16:09.668953Z"
"MGC","2025-07-25",3397.961309,3403.653207,3379.970847,3393.184181,82741,"2026-04-01T16:16:09.670112Z"
"MGC","2025-07-28",3382.308591,3383.121719,3354.255666,3368.891974,73811,"2026-04-01T16:16:09.671402Z"
"MGC","2025-07-29",3373.872385,3387.085719,3364.216487,3379.869206,17578,"2026-04-01T16:16:09.672841Z"
"MGC","2025-07-30",3356.390128,3359.642641,3320.10428,3325.694536,2797,"2026-04-01T16:16:09.674048Z"
"MGC","2025-07-31",3355.170435,3355.272076,3340.940691,3340.940691,62,"2026-04-01T16:16:09.675239Z"
"MGC","2025-08-01",3409.141823,3417.273105,3396.131771,3417.273105,24,"2026-04-01T16:16:09.676705Z"
"MGC","2025-08-04",3409.141823,3417.273105,3396.131771,3417.273105,0,"2026-04-01T16:16:09.677829Z"
"MGC","2025-08-05",3428.148696,3439.024286,3428.148696,3439.024286,16,"2026-04-01T16:16:09.678676Z"
"MGC","2025-08-06",3428.148696,3439.024286,3428.148696,3439.024286,0,"2026-04-01T16:16:09.679599Z"
"MGC","2025-08-07",3443.699773,3476.123262,3441.768594,3474.700288,13,"2026-04-01T16:16:09.680459Z"
"MGC","2025-08-08",3494.418648,3494.926853,3457.319671,3457.319671,6,"2026-04-01T16:16:09.681666Z"
"MGC","2025-08-11",3417.78131,3417.78131,3409.040182,3411.479566,8,"2026-04-01T16:16:09.682767Z"
"MGC","2025-08-12",3417.78131,3417.78131,3409.040182,3411.479566,0,"2026-04-01T16:16:09.684515Z"
"MGC","2025-08-13",3417.78131,3417.78131,3409.040182,3411.479566,0,"2026-04-01T16:16:09.685380Z"
"MGC","2025-08-14",3417.78131,3417.78131,3409.040182,3411.479566,0,"2026-04-01T16:16:09.686505Z"
"MGC","2025-08-15",3396.639976,3396.639976,3390.033309,3391.659565,6,"2026-04-01T16:16:09.687721Z"
"MGC","2025-08-18",3396.639976,3396.639976,3390.033309,3391.659565,0,"2026-04-01T16:16:09.688833Z"
"MGC","2025-08-19",3372.754334,3372.754334,3372.754334,3372.754334,1,"2026-04-01T16:16:09.689982Z"
"MGC","2025-08-20",3372.754334,3372.754334,3372.754334,3372.754334,0,"2026-04-01T16:16:09.690986Z"
"MGC","2025-08-21",3400.807258,3400.807258,3400.807258,3400.807258,2,"2026-04-01T16:16:09.692057Z"
"MGC","2025-08-22",3417.171464,3417.171464,3417.171464,3417.171464,2,"2026-04-01T16:16:09.692874Z"
"MGC","2025-08-25",3430.181516,3430.384798,3427.233926,3427.233926,7,"2026-04-01T16:16:09.693796Z"
"MGC","2025-08-26",3436.889824,3436.991465,3436.889824,3436.991465,2,"2026-04-01T16:16:09.694754Z"
"MGC","2025-08-27",3424.612257,3446.25071,3417.365892,3445.74749,5142,"2026-04-01T16:16:09.696157Z"
"MGC","2025-08-28",3455.811887,3472.418142,3451.484196,3470.405262,4818,"2026-04-01T16:16:09.697307Z"
"MGC","2025-08-29",3469.700754,3511.870577,3469.60011,3510.260273,11486,"2026-04-01T16:16:09.698628Z"
"MGC","2025-09-01",3541.963123,3543.573426,3536.025129,3539.950243,1780,"2026-04-01T16:16:09.699489Z"
"MGC","2025-09-02",3543.67407,3596.310865,3536.025129,3593.190902,8579,"2026-04-01T16:16:09.700441Z"
"MGC","2025-09-03",3621.169924,3634.857504,3606.878481,3613.621627,7849,"2026-04-01T16:16:09.701912Z"
"MGC","2025-09-04",3606.375261,3611.105528,3585.139384,3595.606357,5854,"2026-04-01T16:16:09.702834Z"
"MGC","2025-09-05",3629.322086,3649.450879,3620.666705,3633.951708,6766,"2026-04-01T16:16:09.703668Z"
"MGC","2025-09-08",3659.313988,3680.147289,3654.684365,3671.995128,5580,"2026-04-01T16:16:09.704581Z"
"MGC","2025-09-09",3695.445172,3709.635971,3657.904972,3658.408192,8853,"2026-04-01T16:16:09.705682Z"
"MGC","2025-09-10",3681.556304,3690.010398,3669.378385,3675.316379,4714,"2026-04-01T16:16:09.706807Z"
"MGC","2025-09-11",3654.483077,3675.417023,3650.155387,3668.170657,3672,"2026-04-01T16:16:09.707851Z"
"MGC","2025-09-12",3680.348577,3686.991079,3673.706075,3675.215735,2889,"2026-04-01T16:16:09.708897Z"
"MGC","2025-09-15",3685.380775,3718.99586,3684.47498,3712.856578,5209,"2026-04-01T16:16:09.709968Z"
"MGC","2025-09-16",3725.83965,3734.092455,3709.132751,3722.015179,4270,"2026-04-01T16:16:09.711462Z"
"MGC","2025-09-17",3706.516008,3738.01757,3673.806719,3688.400094,8226,"2026-04-01T16:16:09.712374Z"
"MGC","2025-09-18",3681.053085,3681.053085,3654.583721,3671.79384,4372,"2026-04-01T16:16:09.713415Z"
"MGC","2025-09-19",3682.96532,3713.359798,3680.348577,3713.259154,4843,"2026-04-01T16:16:09.714232Z"
"MGC","2025-09-22",3751.805793,3777.268717,3741.036889,3774.55133,3355,"2026-04-01T16:16:09.715138Z"
"MGC","2025-09-23",3809.978006,3814.808916,3776.866141,3789.044061,4684,"2026-04-01T16:16:09.716081Z"
"MGC","2025-09-24",3792.868532,3792.868532,3741.036889,3760.159243,4276,"2026-04-01T16:16:09.717140Z"
"MGC","2025-09-25",3764.889509,3781.093188,3743.955564,3772.437806,2704,"2026-04-01T16:16:09.717991Z"
"MGC","2025-09-26",3779.583528,3805.046452,3773.54489,3780.690612,2651,"2026-04-01T16:16:09.719290Z"
